11,5,81,1.63854879296812,True
45,22,81,1.3492557035643118,True
39,19,81,0.9034730464223781,True
167,37,82,2.0267337081279484,True
89,44,81,0.20250757997789126,True
83,41,81,0.3881986974868902,True
117,58,81,0.3103680386632959,True
176,38,86,0.49113779988737694,True
186,78,86,-0.08199486640828457,True
68,34,80,2.143355113649574,True
110,55,80,1.1427379574894139,False
28,14,80,-5.575968861368333,True
179,87,81,13.35109120535418,True
20,10,80,0.822746604575066,True
217,25,88,1.0,True
62,31,80,-0.05356392228892837,True
174,86,80,1.3091578288145742,True
61,30,81,-0.4797490381400067,True
124,62,80,-2.6786841025910486,True
15,7,81,-4.310442624803524,True
134,67,80,-2.0053613424070904,True
43,21,81,2.9798929632352076,True
187,44,86,3.5932360187970556,True
87,43,81,-2.6039197905104157,True
121,60,81,6.029052457267284,True
115,57,81,5.04034157962843,True
161,82,81,-2.4155473889698675,True
0,0,80,-1.0463708891310404,False
24,12,80,-4.129120683907243,True
34,17,80,-0.895826479340581,True
94,47,80,-3.7783777988724214,True
104,52,80,1.299055635563864,True
33,16,81,-0.7681030908112568,True
93,46,81,-5.952212589234629,True
96,48,80,-5.021596927724701,True
138,69,80,-5.126281202096881,True
47,23,81,-5.112052986590975,True
163,83,80,4.3708601174692125,True
137,68,81,4.162368391642323,False
91,45,81,-0.08401745770153424,True
119,59,81,-3.561764495804683,True
6,3,80,3.532619120054125,True
71,35,81,3.288988982171544,True
4,2,80,-1.0091548928175966,True
66,33,80,-6.160827317814515,True
108,54,80,5.7603012522015105,True
37,18,81,-1.6278501797167397,True
65,32,81,0.7321615443405942,True
100,50,80,-6.36489988937476,True
142,71,80,0.6743889193851071,True
169,85,80,4.690364068549766,True
17,8,81,0.3927266874299473,True
141,70,81,0.7292570285045274,True
123,61,81,-1.0852556097441532,True
51,25,81,1.2341877747203664,False
10,5,80,3.058695386904133,True
38,19,80,4.498258710865984,True
75,37,81,5.014773016631253,True
48,24,80,-1.1994371418367407,True
72,36,80,0.33337101831831284,True
82,41,80,0.49320344749766165,True
147,73,81,4.599616551629064,True
144,72,80,0.34872631701798384,True
69,34,81,0.37479708362670017,True
29,14,81,-0.8654782750303858,True
21,10,81,3.6759338281265674,True
125,62,81,-1.5512052623532204,True
55,27,81,0.8857316253542696,True
14,7,80,-2.7940103991269263,True
170,42,84,0.9160480532348116,True
42,21,80,2.3710634678613305,True
79,39,81,-2.123731554622771,True
52,26,80,0.36840685097120507,True
168,83,84,-0.6022242565258116,True
76,38,80,1.054292853934971,True
159,79,81,-3.860229257426721,True
86,43,80,0.8703558669170006,True
114,57,80,-0.42460737185151054,True
151,75,81,0.9207738636702361,True
156,78,80,-0.35039338988955504,False
148,74,80,0.8729863886526279,True
1,0,81,-0.09689649317365201,True
25,12,81,0.056703482681569994,True
19,9,81,0.38011103397256835,True
173,5,86,-0.9786757896858833,True
105,52,81,1.564121034167536,True
97,48,81,-4.704733148955177,True
59,29,81,3.352524322509467,True
160,51,82,-0.812312450168307,True
46,23,80,-0.9370073072094782,True
56,28,80,-1.1333603515802602,True
183,88,81,1.2341877747203664,True
180,60,87,-3.4026739478148746,True
131,65,81,-0.7733796235262396,True
90,45,80,-0.5910149233880462,True
8,4,80,2.240502035969733,True
118,59,80,-1.799853104142241,True
155,77,81,2.719591477171356,True
128,64,80,3.5487557137175463,True
206,75,86,2.8984760695086895,True
152,76,80,-1.7159277630215397,True
70,35,80,1.0331450431626896,True
80,40,80,-8.120057599595734,True
5,2,81,-2.980541380891439,True
31,15,81,0.6552622642800857,True
23,11,81,-5.881452948341461,True
109,54,81,-2.5173256473812797,True
103,51,81,5.4173235019220884,True
101,50,81,-1.2691889363911826,True
127,63,81,2.4282531304866426,True
12,6,80,-4.830016987680893,True
122,61,80,-7.626323478316454,True
40,20,80,-0.7454696733590431,True
132,66,80,-2.0432465689962136,True
50,25,80,-0.8366688398689788,True
74,37,80,2.1563880948504597,True
49,24,81,-0.847963627918698,True
84,42,80,-0.05042460023876455,True
112,56,80,3.1278431947292047,True
73,36,81,5.295775365896123,False
3,1,81,3.7964241557051537,True
27,13,81,2.7169297318363137,True
146,73,80,-0.9687482117887838,True
175,75,85,-4.005941541652007,True
145,72,81,-4.644562109612137,True
107,53,81,-1.9594975125542575,True
99,49,81,-7.013122950056817,True
162,55,82,-1.8641968756655232,False
44,22,80,-0.21583615253728494,True
54,27,80,-4.646728465725348,True
78,39,80,-0.7656368045551644,True
53,26,81,0.36072076119979,True
88,44,80,0.009735896932304033,True
116,58,80,-1.4242143894324046,True
77,38,81,2.8407930415390643,True
158,79,80,-2.1392901546946654,True
150,75,80,0.4451356362069958,True
157,78,81,-3.6767557153702537,True
149,74,81,-2.064066446937044,True
111,55,81,0.6401212636607375,True
63,31,81,1.6907486738330095,True
18,9,80,0.7485978407257947,True
60,30,80,0.9544233627374954,True
135,67,81,-0.22585287340832272,True
58,29,80,-0.518674333319805,True
216,83,82,-1.382373038470972,True
57,28,81,7.865218907193924,True
120,60,80,-1.688052669930857,True
130,65,80,-0.039433455554819696,True
9,4,81,-1.7826903197369415,True
154,77,80,-1.489468095742835,True
129,64,81,-4.445076912913085,True
153,76,81,-1.5460554550883545,True
81,40,81,-1.4925236659818677,True
30,15,80,4.182569700822626,True
35,17,81,-1.9605864744222326,True
95,47,81,-4.74022755945477,True
22,11,80,-0.5775146225237286,True
32,16,80,16.238323491519242,True
92,46,80,-6.241103810388032,True
102,51,80,0.4201423882555535,True
139,69,81,2.029654743343505,True
126,63,80,-2.222191768082542,True
136,68,80,-0.07027198857009331,True
13,6,81,0.5482218762134046,True
7,3,81,0.6995129906767378,True
41,20,81,10.831313961724828,True
133,66,81,-0.4003733443227038,True
166,19,82,1.057546510048559,True
164,2,83,-0.5153288602569763,True
85,42,81,6.224063319074834,True
113,56,81,3.991830010417175,True
2,1,80,2.5436317063521034,True
67,33,81,-5.844219983656611,False
26,13,80,-3.386095320626066,True
36,18,80,3.6476638675587836,True
64,32,80,-3.2916086779532447,True
106,53,80,-0.5345558289990607,True
143,71,81,-2.5087074244949537,True
172,85,81,3.1140898679136457,True
98,49,80,1.6530190114266494,True
16,8,80,-2.501444026802483,True
140,70,80,-1.0132554074405804,True
165,84,80,-1.6607122008587707,True
0.0,excitatory,0.0,4.924273,0
1024.0,excitatory,0.0,4.924273,0
2048.0,excitatory,0.0,4.924273,0
3072.0,excitatory,0.0,4.924273,0
4096.0,excitatory,0.0,4.924273,0
5120.0,excitatory,0.0,4.924273,0
6144.0,excitatory,0.0,4.924273,0
7168.0,excitatory,0.0,4.924273,0
8192.0,excitatory,0.0,4.924273,0
9216.0,excitatory,0.0,4.924273,0
10240.0,excitatory,0.0,4.924273,0
11264.0,excitatory,0.0,4.924273,0
12288.0,excitatory,0.0,4.924273,0
13312.0,excitatory,0.0,4.924273,0
14336.0,excitatory,0.0,4.924273,0
15360.0,excitatory,0.0,4.924273,0
16384.0,excitatory,0.0,4.924273,0
17408.0,excitatory,0.0,4.924273,0
18432.0,excitatory,0.0,4.924273,0
19456.0,excitatory,0.0,4.924273,0
20480.0,excitatory,0.0,4.924273,0
21504.0,excitatory,0.0,4.924273,0
22528.0,excitatory,0.0,4.924273,0
23552.0,excitatory,0.0,4.924273,0
24576.0,excitatory,0.0,4.924273,0
25600.0,excitatory,0.0,4.924273,0
26624.0,excitatory,0.0,4.924273,0
27648.0,excitatory,0.0,4.924273,0
28672.0,excitatory,0.0,4.924273,0
29696.0,excitatory,0.0,4.924273,0
30720.0,excitatory,0.0,4.924273,0
31744.0,excitatory,0.0,4.924273,0
32768.0,excitatory,0.0,4.924273,0
